,title,link
875,Restoring human dignity at the US southern border,https://ted.com/talks/norma_pimentel_restoring_human_dignity_at_the_us_southern_border
876,"An ER doctor on triaging your ""crazy busy"" life",https://ted.com/talks/darria_long_an_er_doctor_on_triaging_your_crazy_busy_life
877,A day in the life of an Aztec midwife,https://ted.com/talks/kay_read_a_day_in_the_life_of_an_aztec_midwife
878,The US is addicted to incarceration. Here's how to break the cycle,https://ted.com/talks/robin_steinberg_and_manoush_zomorodi_the_us_is_addicted_to_incarceration_here_s_how_to_break_the_cycle
879,Self-compassion for the self-critical,https://ted.com/talks/checking_in_with_susan_david_self_compassion_for_the_self_critical
880,Why students should have mental health days,https://ted.com/talks/hailey_hardcastle_why_students_should_have_mental_health_days
881,Erotismo en la vejez,https://ted.com/talks/ricardo_iacub_erotismo_en_la_vejez
882,A virus detection network to stop the next pandemic,https://ted.com/talks/pardis_sabeti_and_christian_happi_a_virus_detection_network_to_stop_the_next_pandemic
883,How American and Chinese values shaped the coronavirus response,https://ted.com/talks/huang_hung_how_american_and_chinese_values_shaped_the_coronavirus_response
884,"What causes opioid addiction, and why is it so tough to combat?",https://ted.com/talks/mike_davis_what_causes_opioid_addiction_and_why_is_it_so_tough_to_combat
885,What you need to know about face surveillance,https://ted.com/talks/kade_crockford_what_you_need_to_know_about_face_surveillance
886,The cost of work stress — and how to reduce it,https://ted.com/talks/rob_cooke_the_cost_of_work_stress_and_how_to_reduce_it
887,Which is better: Soap or hand sanitizer?,https://ted.com/talks/alex_rosenthal_and_pall_thordarson_which_is_better_soap_or_hand_sanitizer
888,The mental health benefits of storytelling for health care workers,https://ted.com/talks/laurel_braitman_the_mental_health_benefits_of_storytelling_for_health_care_workers
889,How we're using AI to discover new antibiotics,https://ted.com/talks/jim_collins_how_we_re_using_ai_to_discover_new_antibiotics
890,What really happened during the Salem Witch Trials,https://ted.com/talks/brian_a_pavlac_what_really_happened_during_the_salem_witch_trials
891,"A new way to ""grow"" islands and coastlines",https://ted.com/talks/skylar_tibbits_a_new_way_to_grow_islands_and_coastlines
892,This sea creature breathes through its butt,https://ted.com/talks/cella_wright_this_sea_creature_breathes_through_its_butt
893,The electrifying speeches of Sojourner Truth,https://ted.com/talks/daina_ramey_berry_the_electrifying_speeches_of_sojourner_truth
894,"The injustice of ""policing for profit"" — and how to end it",https://ted.com/talks/dick_m_carpenter_ii_the_injustice_of_policing_for_profit_and_how_to_end_it
895,The dark history of IQ tests,https://ted.com/talks/stefan_c_dombrowski_the_dark_history_of_iq_tests
896,"Crisis support for the world, one text away",https://ted.com/talks/nancy_lublin_crisis_support_for_the_world_one_text_away
897,A global pandemic calls for global solutions,https://ted.com/talks/larry_brilliant_a_global_pandemic_calls_for_global_solutions
898,What happens if you cut down all of a city's trees?,https://ted.com/talks/stefan_al_what_happens_if_you_cut_down_all_of_a_city_s_trees
899,The benefits of expressing your emotions (constructively),https://ted.com/talks/arturs_miksons_the_benefits_of_expressing_your_emotions_constructively
900,The wildly complex anatomy of a sneaker,https://ted.com/talks/angel_chang_the_wildly_complex_anatomy_of_a_sneaker
901,How to shift your mindset and choose your future,https://ted.com/talks/tom_rivett_carnac_how_to_shift_your_mindset_and_choose_your_future
902,An ode to living on Earth,https://ted.com/talks/oliver_jeffers_an_ode_to_living_on_earth
903,What's missing from the American immigrant narrative,https://ted.com/talks/elizabeth_camarillo_gutierrez_what_s_missing_from_the_american_immigrant_narrative
904,An evolutionary perspective on human health and disease,https://ted.com/talks/lara_durgavich_an_evolutionary_perspective_on_human_health_and_disease
905,What's the point(e) of ballet?,https://ted.com/talks/ming_luke_what_s_the_point_e_of_ballet
906,"Spectacular, glorious, musical wizardry",https://ted.com/talks/jacob_collier_spectacular_glorious_musical_wizardry
907,"How to co-parent as allies, not adversaries",https://ted.com/talks/ebony_roberts_and_shaka_senghor_how_to_co_parent_as_allies_not_adversaries
908,How to use creative writing to bear witness,https://ted.com/talks/sakinah_hofler_how_to_use_creative_writing_to_bear_witness
909,"The Gauntlet | Think Like A Coder, Ep 8",https://ted.com/talks/alex_rosenthal_the_gauntlet_think_like_a_coder_ep_8
910,"How to find ""flow"" (and lose yourself in it)",https://ted.com/talks/diane_allen_how_to_find_flow_and_lose_yourself_in_it
911,First step to collaboration? Don't be so defensive!,https://ted.com/talks/jim_tamm_first_step_to_collaboration_don_t_be_so_defensive
912,Racism has a cost for everyone,https://ted.com/talks/heather_c_mcghee_racism_has_a_cost_for_everyone
913,"How to spark your curiosity, scientifically",https://ted.com/talks/nadya_mason_how_to_spark_your_curiosity_scientifically
914,The bug that poops candy,https://ted.com/talks/george_zaidan_the_bug_that_poops_candy
915,The hidden life of Rosa Parks,https://ted.com/talks/riche_d_richardson_the_hidden_life_of_rosa_parks
916,"The wonders of the molecular world, animated",https://ted.com/talks/janet_iwasa_the_wonders_of_the_molecular_world_animated
917,The galactic recipe for a living planet,https://ted.com/talks/karin_oberg_the_galactic_recipe_for_a_living_planet
918,How the coronavirus pandemic is changing the world,https://ted.com/talks/fareed_zakaria_how_the_coronavirus_pandemic_is_changing_the_world
919,How the coronavirus is impacting India — and what needs to happen next,https://ted.com/talks/gayathri_vasudevan_how_the_coronavirus_is_impacting_india_and_what_needs_to_happen_next
920,Investing in health care workers strengthens communities,https://ted.com/talks/raj_panjabi_investing_in_health_care_workers_strengthens_communities
921,What coronavirus means for the global economy,https://ted.com/talks/ray_dalio_what_coronavirus_means_for_the_global_economy
922,How does alcohol make you drunk?,https://ted.com/talks/judy_grisel_how_does_alcohol_make_you_drunk
923,A global hackathon to take on the coronavirus pandemic,https://ted.com/talks/marko_russiver_a_global_hackathon_to_take_on_the_coronavirus_pandemic
924,How understanding divorce can help your marriage,https://ted.com/talks/jeannie_suk_gersen_how_understanding_divorce_can_help_your_marriage
925,How health workers are responding to the COVID-19 pandemic,https://ted.com/talks/esther_choo_how_health_workers_are_responding_to_the_covid_19_pandemic
926,A history of Indigenous languages — and how to revitalize them,https://ted.com/talks/lindsay_morcom_a_history_of_indigenous_languages_and_how_to_revitalize_them
927,How the Monkey King escaped the underworld,https://ted.com/talks/shunan_teng_how_the_monkey_king_escaped_the_underworld
928,An ethical plan for ending the pandemic and restarting the economy,https://ted.com/talks/danielle_allen_an_ethical_plan_for_ending_the_pandemic_and_restarting_the_economy
929,The art forger who tricked the Nazis,https://ted.com/talks/noah_charney_the_art_forger_who_tricked_the_nazis
930,"In uncertain times, think like a mother",https://ted.com/talks/yifat_susskind_in_uncertain_times_think_like_a_mother
931,The intangible effects of walls,https://ted.com/talks/alexandra_auer_the_intangible_effects_of_walls_apr_2020
932,It's OK to feel overwhelmed. Here's what to do next,https://ted.com/talks/elizabeth_gilbert_it_s_ok_to_feel_overwhelmed_here_s_what_to_do_next
933,"""Accept Who I Am""",https://ted.com/talks/butterscotch_accept_who_i_am
934,What it's really like to have autism,https://ted.com/talks/ethan_lisi_what_it_s_really_like_to_have_autism
935,Can you solve the sea monster riddle?,https://ted.com/talks/daniel_finkel_can_you_solve_the_sea_monster_riddle
936,Why sleep matters now more than ever,https://ted.com/talks/matt_walker_why_sleep_matters_now_more_than_ever
937,"How to make pandemics optional, not inevitable",https://ted.com/talks/sonia_shah_how_to_make_pandemics_optional_not_inevitable
938,How you can help save the monarch butterfly — and the planet,https://ted.com/talks/mary_ellen_hannibal_how_you_can_help_save_the_monarch_butterfly_and_the_planet
939,History vs. Sigmund Freud,https://ted.com/talks/todd_dufresne_history_vs_sigmund_freud
940,How we can navigate the coronavirus pandemic with courage and hope,https://ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_navigate_the_coronavirus_pandemic_with_courage_and_hope
941,How forgiveness can create a more just legal system,https://ted.com/talks/martha_minow_how_forgiveness_can_create_a_more_just_legal_system
942,How to create meaningful connections while apart,https://ted.com/talks/priya_parker_how_to_create_meaningful_connections_while_apart
943,How the world's longest underwater tunnel was built,https://ted.com/talks/alex_gendler_how_the_world_s_longest_underwater_tunnel_was_built
944,Et si la bière était féminine ? | Elisabeth Pierre | TEDxToulouse,https://ted.com/talks/elisabeth_pierre_l_histoire_inedite_des_femmes_a_l_origine_de_la_biere
945,The overlooked legacy of Hollywood's first female directors,https://ted.com/talks/alicia_malone_the_overlooked_legacy_of_hollywood_s_first_female_directors
946,The pioneering women who helped create modern computing,https://ted.com/talks/kathy_kleiman_the_pioneering_women_who_helped_create_modern_computing
947,The quest for the coronavirus vaccine,https://ted.com/talks/seth_berkley_the_quest_for_the_coronavirus_vaccine
948,Indigenous knowledge meets science to take on climate change,https://ted.com/talks/hindou_oumarou_ibrahim_indigenous_knowledge_meets_science_to_take_on_climate_change
949,What the world can learn from China's response to the coronavirus,https://ted.com/talks/gary_liu_what_the_world_can_learn_from_china_s_response_to_the_coronavirus
950,What is schizophrenia?,https://ted.com/talks/anees_bahji_what_is_schizophrenia
951,2 questions to uncover your passion — and turn it into a career,https://ted.com/talks/noeline_kirabo_2_questions_to_uncover_your_passion_and_turn_it_into_a_career
952,How we must respond to the coronavirus pandemic,https://ted.com/talks/bill_gates_how_we_must_respond_to_the_coronavirus_pandemic
953,"Simple, effective tech to connect communities in crisis",https://ted.com/talks/johanna_figueira_simple_effective_tech_to_connect_communities_in_crisis
954,Why isn't the Netherlands underwater?,https://ted.com/talks/stefan_al_why_isn_t_the_netherlands_underwater
955,A camera that can see around corners,https://ted.com/talks/david_lindell_a_camera_that_can_see_around_corners
956,How to be your best self in times of crisis,https://ted.com/talks/susan_david_how_to_be_your_best_self_in_times_of_crisis
957,Who was the world's first author?,https://ted.com/talks/soraya_field_fiorio_who_was_the_world_s_first_author
958,"The weird history of the ""sex chromosomes""",https://ted.com/talks/molly_webster_the_weird_history_of_the_sex_chromosomes
959,"Go ahead, dream about the future",https://ted.com/talks/charlie_jane_anders_go_ahead_dream_about_the_future
960,The imaginary king who changed the real world,https://ted.com/talks/matteo_salvadore_the_imaginary_king_who_changed_the_real_world
961,How repaying loans with social service transforms communities,https://ted.com/talks/angie_murimirwa_how_repaying_loans_with_social_service_transforms_communities
962,"Without farmers, you'd be hungry, naked and sober",https://ted.com/talks/eric_sannerud_without_farmers_you_d_be_hungry_naked_and_sober_apr_2020
963,Are you an ideal team player?,https://ted.com/talks/patrick_lencioni_are_you_an_ideal_team_player
964,How one scientist took on the chemical industry,https://ted.com/talks/mark_lytle_how_one_scientist_took_on_the_chemical_industry
965,A fascinating time capsule of human feelings toward AI,https://ted.com/talks/lucy_farey_jones_a_fascinating_time_capsule_of_human_feelings_toward_ai
966,Why COVID-19 is hitting us now — and how to prepare for the next outbreak,https://ted.com/talks/alanna_shaikh_why_covid_19_is_hitting_us_now_and_how_to_prepare_for_the_next_outbreak
967,How can we control the coronavirus pandemic?,https://ted.com/talks/adam_kucharski_how_can_we_control_the_coronavirus_pandemic
968,How can we solve the antibiotic resistance crisis?,https://ted.com/talks/gerry_wright_how_can_we_solve_the_antibiotic_resistance_crisis
969,A campaign for period positivity,https://ted.com/talks/ananya_grover_a_campaign_for_period_positivity
970,How we could change the planet's climate future,https://ted.com/talks/david_wallace_wells_how_we_could_change_the_planet_s_climate_future
971,"The beautiful, mysterious science of how you hear",https://ted.com/talks/jim_hudspeth_the_beautiful_mysterious_science_of_how_you_hear
